mode,epoch,step,ce,l_over,l_under,r_hedge,tcl_total,n_volatile,pred_confident_frac,c_hat_grad_norm
fixed,0,0,13.09093189239502,0.0,0.12140624225139618,0.0,13.15163516998291,4,1.0,4.913531303405762
fixed,0,1,8.401721954345703,0.006951535120606422,0.07306236028671265,0.0001621246337890625,8.441777229309082,4,1.0,
fixed,0,2,6.211635589599609,0.004067057278007269,0.1073881983757019,0.0007574558258056641,6.267590522766113,4,0.0,
fixed,0,3,3.667093276977539,0.017601575702428818,0.030182605609297752,0.008734941482543945,3.693605899810791,4,0.5,
fixed,0,4,3.693877696990967,0.02988981455564499,0.0,0.019077181816101074,3.714545726776123,4,1.0,
fixed,0,5,2.9564952850341797,0.01931774616241455,0.027258938178420067,0.015663623809814453,2.984482765197754,4,1.0,1.4657341241836548
fixed,0,6,3.435667037963867,0.011778468266129494,0.0558663010597229,0.0230482816696167,3.4764039516448975,4,0.25,
fixed,0,7,2.9676451683044434,0.006524946540594101,0.09287736564874649,0.04060792922973633,3.0295286178588867,4,0.0,
fixed,0,8,2.6894314289093018,0.012153778225183487,0.03639495372772217,0.07483136653900146,2.7361552715301514,4,0.0,
fixed,0,9,2.719815492630005,0.006228099577128887,0.08986946195363998,0.12922608852386475,2.8066320419311523,4,0.0,
fixed,0,10,2.8905513286590576,0.01670025661587715,0.05072643607854843,0.1289205551147461,2.9629409313201904,4,0.0,6.416396617889404
fixed,0,11,2.418975353240967,0.02633611485362053,0.036621157079935074,0.179063081741333,2.5041728019714355,4,1.0,
fixed,0,12,1.6483080387115479,0.04897439479827881,0.0007573783514089882,0.20901310443878174,1.7358778715133667,4,1.0,
fixed,0,13,1.6127976179122925,0.01513630710542202,0.029682498425245285,0.10326707363128662,1.6661871671676636,4,0.0,
fixed,0,14,2.506944179534912,0.0013107438571751118,0.05279344320297241,0.15588927268981934,2.580763101577759,4,0.0,
fixed,0,15,2.2620458602905273,9.475034312345088e-05,0.11769485473632812,0.1620250940322876,2.3695480823516846,4,0.0,44.30398941040039
fixed,0,16,2.9496123790740967,0.006237186025828123,0.04172930493950844,0.12933945655822754,3.012397527694702,4,0.0,
fixed,0,17,2.604374647140503,0.013684667646884918,0.0,0.09166193008422852,2.6387155055999756,4,0.0,
fixed,0,18,1.7773789167404175,0.016659032553434372,0.0,0.20388388633728027,1.8468736410140991,4,0.0,
fixed,0,19,3.0961711406707764,0.008766032755374908,0.06757091730833054,0.2675447463989258,3.2146029472351074,4,0.0,
fixed,0,20,2.145045757293701,0.00916450284421444,0.06878155469894409,0.24279356002807617,2.256856918334961,4,1.0,51.58316421508789
fixed,0,21,2.075815200805664,0.029422463849186897,0.03334258124232292,0.3363368511199951,2.208098888397217,4,1.0,
