mode,epoch,step,ce,l_over,l_under,r_hedge,tcl_total,n_volatile,pred_confident_frac,c_hat_grad_norm
broken,0,0,7.271956443786621,0.08500000089406967,0.18062499165534973,3.5762786865234375e-07,7.404768943786621,4,0.5,0.0
broken,0,1,5.540931224822998,0.0625,0.0,0.006917715072631836,5.574256420135498,4,1.0,0.0
broken,0,2,5.747048854827881,0.1875,0.0,0.0005092620849609375,5.840951442718506,4,1.0,0.0
broken,0,3,4.707566738128662,0.125,0.0,0.0002516508102416992,4.770142078399658,4,1.0,0.0
broken,0,4,4.696072101593018,0.02250000089406967,0.07124999910593033,3.838539123535156e-05,4.7429585456848145,4,0.0,0.0
broken,0,5,4.12542200088501,0.0,0.42249998450279236,0.00019061565399169922,4.336729049682617,4,0.0,0.0
broken,0,6,5.406367301940918,0.0,0.125,8.20159912109375e-05,5.4688920974731445,4,0.0,0.0
broken,0,7,4.375982284545898,0.0,0.0,0.0009026527404785156,4.376253128051758,4,0.0,0.0
broken,0,8,4.888070583343506,0.0,0.0625,0.00145721435546875,4.919757843017578,4,0.0,0.0
broken,0,9,3.4611616134643555,0.0,0.25,0.002062559127807617,3.586780309677124,4,0.0,0.0
broken,0,10,4.732418060302734,0.0,0.1875,0.001873612403869629,4.826730251312256,4,0.0,0.0
broken,0,11,3.9907188415527344,0.0,0.125,0.0026416778564453125,4.054011344909668,4,0.0,0.0
broken,0,12,3.7061636447906494,0.0,0.1666666716337204,0.0029605627059936523,3.7903852462768555,3,0.0,0.0
broken,0,13,3.921881675720215,0.0,0.0,0.0023478269577026367,3.922585964202881,2,0.0,0.0
broken,0,14,4.782960891723633,0.0,0.25,0.0019304752349853516,4.90854024887085,4,0.0,0.0
broken,0,15,4.003586769104004,0.0,0.25,0.001577615737915039,4.1290602684021,4,0.0,0.0
broken,0,16,4.349989414215088,0.0,0.1875,0.0007700920104980469,4.443970680236816,4,0.0,0.0
broken,0,17,3.6784913539886475,0.0,0.08500000089406967,0.0002484321594238281,3.7210659980773926,4,0.0,0.0
broken,0,18,2.6858503818511963,0.0833333358168602,0.0,0.00016248226165771484,2.7275657653808594,3,1.0,0.0
broken,0,19,3.4461264610290527,0.25,0.0,0.0007469654083251953,3.571350574493408,3,1.0,0.0
broken,0,20,3.6871163845062256,0.25,0.0,0.001822829246520996,3.8126633167266846,3,1.0,0.0
broken,0,21,3.5971527099609375,0.1875,0.0,0.0029758214950561523,3.6917953491210938,4,1.0,0.0
broken,0,22,4.033436298370361,0.25,0.0,0.005530834197998047,4.160095691680908,4,1.0,0.0
broken,0,23,4.889561176300049,0.009999998845160007,0.0,0.00942540168762207,4.897388935089111,4,0.75,0.0
broken,0,24,2.1311275959014893,0.0,0.17000000178813934,0.012274503707885742,2.2198100090026855,2,0.0,0.0
broken,0,25,3.8405048847198486,0.0,0.08500000089406967,0.011302709579467773,3.8863956928253174,4,0.0,0.0
