mode,epoch,step,ce,l_over,l_under,r_hedge,tcl_total,n_volatile,pred_confident_frac,c_hat_grad_norm
fixed,0,0,11.159077644348145,0.00949218962341547,0.03753906115889549,0.0,11.18259334564209,4,1.0,2.6270954608917236
fixed,0,1,11.591064453125,0.005874386057257652,0.07520949840545654,6.318092346191406e-05,11.631625175476074,4,0.25,
fixed,0,2,4.071718692779541,0.0033042733557522297,0.10776844620704651,0.0004582405090332031,4.127392292022705,4,0.0,
fixed,0,3,3.981285810470581,0.0046524181962013245,0.09639132022857666,0.005181431770324707,4.033361911773682,4,0.75,
fixed,0,4,3.1112895011901855,0.0,0.11571215838193893,0.019979476928710938,3.1751394271850586,4,0.25,
fixed,0,5,3.7752685546875,0.0,0.06638291478157043,0.06741786003112793,3.8286852836608887,4,1.0,8.809130668640137
fixed,0,6,2.77097749710083,1.5614541553077288e-06,0.02907022461295128,0.21181488037109375,2.849057912826538,4,1.0,
fixed,0,7,3.8029894828796387,0.06271306425333023,0.00513030681759119,0.3251413106918335,3.9344534873962402,4,1.0,
fixed,0,8,3.059098243713379,0.10304179787635803,0.004556744359433651,0.41472887992858887,3.237316131591797,4,1.0,
fixed,0,9,2.2411513328552246,0.06740361452102661,0.009006950072944164,0.4357684850692749,2.4100871086120605,4,1.0,
fixed,0,10,2.2923905849456787,0.0,0.01622212864458561,0.4385630488395691,2.43207049369812,4,1.0,9.840079307556152
fixed,0,11,2.5145070552825928,0.005053635686635971,0.006505507044494152,0.4999895691871643,2.670283555984497,4,1.0,
fixed,0,12,1.3833363056182861,0.06275624781847,0.010253893211483955,0.3889515995979309,1.5365269184112549,4,1.0,
fixed,0,13,1.7586785554885864,0.013098027557134628,0.05383538454771042,0.2853984832763672,1.8777648210525513,4,0.0,
fixed,0,14,2.4335813522338867,0.021483922377228737,0.025064321234822273,0.3558030128479004,2.563596487045288,4,0.0,
fixed,0,15,1.779901385307312,0.010499035939574242,0.06089340150356293,0.38327813148498535,1.9305810928344727,4,0.0,16.992624282836914
fixed,0,16,2.6542866230010986,0.025301050394773483,0.003417470259591937,0.22408270835876465,2.735870599746704,4,0.0,
fixed,0,17,2.678851842880249,0.02005998231470585,0.02439490146934986,0.08483004570007324,2.7265284061431885,4,0.0,
fixed,0,18,2.132716178894043,0.0,0.09409153461456299,0.01449882984161377,2.1841115951538086,4,1.0,
fixed,0,19,2.7992403507232666,0.008463092148303986,0.04945417121052742,0.0598444938659668,2.8461523056030273,4,1.0,
fixed,0,20,2.51387882232666,0.03340299427509308,0.027848554775118828,0.14651167392730713,2.5884580612182617,4,1.0,2.809413194656372
fixed,0,21,1.6771361827850342,0.017491988837718964,0.03899111598730087,0.1546083688735962,1.7517602443695068,4,1.0,
fixed,0,22,2.0890729427337646,0.014956962317228317,0.03267156705260277,0.12236464023590088,2.149596691131592,4,1.0,
fixed,0,23,1.5396870374679565,0.03239249438047409,0.020081205293536186,0.07133150100708008,1.5873233079910278,4,1.0,
fixed,0,24,2.2868399620056152,0.008003287948668003,0.04428289085626602,0.08733415603637695,2.3391833305358887,4,0.0,
fixed,0,25,2.819605827331543,0.004756424576044083,0.011290631256997585,0.1307600736618042,2.8668572902679443,4,0.0,0.9088562726974487
fixed,0,26,1.82608962059021,0.0018747381400316954,0.09496468305587769,0.12274050712585449,1.9113315343856812,4,0.0,
fixed,0,27,2.9104225635528564,0.0037254421040415764,0.045880090445280075,0.08863043785095215,2.9618144035339355,4,0.0,
fixed,0,28,1.3445614576339722,0.00589352659881115,0.03880931809544563,0.06021678447723389,1.38497793674469,4,0.0,
fixed,0,29,2.7454538345336914,0.006154944188892841,0.03603290766477585,0.0397639274597168,2.7784769535064697,4,0.0,
fixed,0,30,2.0729620456695557,0.005961357615888119,0.04178396612405777,0.046964406967163086,2.110924005508423,4,0.0,15.286441802978516
fixed,0,31,2.0451221466064453,0.005750209093093872,0.08171182870864868,0.06494569778442383,2.108336925506592,4,0.5,
fixed,0,32,3.048142671585083,0.010070456191897392,0.059331104159355164,0.10976958274841309,3.115774393081665,4,1.0,
fixed,0,33,2.305755853652954,0.031278256326913834,0.021874286234378815,0.1929532289505005,2.3902180194854736,4,1.0,
fixed,0,34,2.6156976222991943,0.04616038501262665,0.011941712349653244,0.17558884620666504,2.697425365447998,4,1.0,
fixed,0,35,2.26330304145813,0.030551426112651825,0.02119974046945572,0.09776294231414795,2.318507432937622,4,1.0,13.064557075500488
fixed,0,36,3.1474883556365967,0.028176438063383102,0.0,0.06158161163330078,3.18005108833313,4,1.0,
fixed,0,37,1.8333231210708618,0.0,0.15504905581474304,0.03860962390899658,1.9224305152893066,4,0.0,
fixed,0,38,2.2726144790649414,0.006725724320858717,0.0,0.0444941520690918,2.289325475692749,4,0.0,
fixed,0,39,2.038322687149048,0.0012533501721918583,0.13121110200881958,0.04678547382354736,2.1185905933380127,4,0.0,
fixed,0,40,2.111731767654419,0.0057519059628248215,0.039008744060993195,0.04175162315368652,2.1466376781463623,4,0.0,4.31002140045166
fixed,0,41,1.9286692142486572,0.007904842495918274,0.039872925728559494,0.04461491107940674,1.965942621231079,4,0.0,
fixed,0,42,2.972071647644043,0.007483965717256069,0.069951631128788,0.046499013900756836,3.0247392654418945,4,0.0,
fixed,0,43,1.5095746517181396,0.009272990748286247,0.060742102563381195,0.051503777503967285,1.5600333213806152,4,0.0,
fixed,0,44,2.372288465499878,0.019698886200785637,0.028151914477348328,0.061588287353515625,2.4146902561187744,4,0.0,
