mode,epoch,step,ce,l_over,l_under,r_hedge,tcl_total,n_volatile,pred_confident_frac,c_hat_grad_norm
broken,0,0,8.421815872192383,0.009999998845160007,0.0612499974668026,0.0,8.457441329956055,4,0.25,0.0
broken,0,1,6.254022121429443,0.04500000178813934,0.019999997690320015,0.004049539566040039,6.287736892700195,4,0.0,0.0
broken,0,2,6.197324752807617,0.0,0.02250000089406967,0.0008693933486938477,6.208835601806641,4,0.0,0.0
broken,0,3,5.544002532958984,0.0,0.1666666716337204,0.0004209280014038086,5.627462387084961,3,0.0,0.0
broken,0,4,5.211280822753906,0.0,0.5724999904632568,0.0008012056350708008,5.497771263122559,4,0.0,0.0
broken,0,5,4.3400397300720215,0.0833333358168602,0.040833331644535065,0.0014609098434448242,4.402561187744141,3,0.75,0.0
broken,0,6,4.609835624694824,0.125,0.0,0.003074049949645996,4.673257827758789,4,1.0,0.0
broken,0,7,3.9794256687164307,0.0625,0.0,0.006372928619384766,4.012587547302246,4,1.0,0.0
broken,0,8,4.25730562210083,0.013333331793546677,0.0,0.011212587356567383,4.267335891723633,3,1.0,0.0
broken,0,9,3.7065823078155518,0.125,0.0,0.01574838161468506,3.7738068103790283,4,1.0,0.0
broken,0,10,3.5754148960113525,0.1875,0.0,0.021766185760498047,3.675694704055786,4,1.0,0.0
broken,0,11,3.7032487392425537,0.009999998845160007,0.0,0.02434384822845459,3.7155518531799316,4,1.0,0.0
broken,0,12,4.422456741333008,0.25,0.0,0.02661001682281494,4.5554399490356445,4,1.0,0.0
broken,0,13,3.212472915649414,0.19749999046325684,0.0,0.029607772827148438,3.3201053142547607,4,1.0,0.0
broken,0,14,3.97817325592041,0.125,0.0,0.024757027626037598,4.048100471496582,4,1.0,0.0
broken,0,15,3.2402470111846924,0.0833333358168602,0.0,0.03189492225646973,3.2914822101593018,3,1.0,0.0
broken,0,16,3.7552711963653564,0.0833333358168602,0.0,0.03238797187805176,3.806654214859009,3,1.0,0.0
broken,0,17,4.011281490325928,0.125,0.0,0.03137218952178955,4.083193302154541,4,1.0,0.0
broken,0,18,2.4192111492156982,0.25,0.0,0.027751684188842773,2.552536725997925,2,1.0,0.0
broken,0,19,3.6427130699157715,0.125,0.0,0.02629709243774414,3.713102102279663,4,1.0,0.0
broken,0,20,3.7052102088928223,0.1875,0.0,0.030835509300231934,3.808210849761963,4,1.0,0.0
